3.613088019	4.354521106	0.536053308
1.834387604	1.149377485	3.448289729
2.883995602	2.108178434	1.511175788
2.376575355	1.054640852	0.257675512
4.132511659	0.116383911	0.209780146
1.656165949	2.135766617	1.136206312
0.32625482	3.598699853	3.02385327
3.869983209	1.417855901	4.141396115
0.355396633	4.644047113	0.262922269
2.762204961	0.044738653	4.193388624
2.443601739	2.081753159	4.811443434
4.827281831	2.852403962	1.385271137
0.285946253	4.631824032	4.339088242
1.990035878	2.801006165	3.750087152
1.944760599	3.539666166	4.992321979
3.734343633	0.001455399	3.187538815
2.695957442	2.357794604	0.37714183
0.980020723	4.169381418	0.312607138
4.526414958	3.211997348	4.665828169
2.18069425	2.333973945	0.431570837
4.228871176	0.354828885	2.357637056
3.472353004	3.514291846	2.467846893
0.099283987	0.461372835	0.779016076
3.327146816	1.185232837	3.271544797
4.144824451	4.356651055	2.373607604
0.842652601	3.175863279	4.586696286
3.799361395	1.949363745	4.276749953
2.7885367	0.006990826	2.487314934
3.79265182	0.487483463	4.913302304
4.58119561	4.88412574	1.976004154
